10350,559177,9580,9580,9580
5756,863223,1645,1645,1645
2317,402436,616,616,616
25615,4301310,9844,9844,9844
1193,59422,262,262,262
1057,65693,1057,1057,1057
20828,2516958,5205,5205,5205
1022,121939,234,234,234
34053,2897940,19093,19093,19093
3482,613155,998,998,998
